sample_id,treatment,cohort,organ,model_class_raw,displayed_class_count,displayed_total_count,displayed_class_fraction,displayed_class_percent,log10_displayed_class_count_plus_1,phenotype_display
m26-005,Sucrose,POMC,Liver,Lymphocytes,16,3092,0.00517464424320828,0.517464424320828,1.2304489213782739,Lymphocyte-like
m26-005,Sucrose,POMC,Liver,Fibroblasts,187,3092,0.06047865459249677,6.047865459249676,2.27415784926368,Fibroblast-like
m26-005,Sucrose,POMC,Liver,Plasmocytes,0,3092,0.0,0.0,0.0,Plasmocyte-like
m26-005,Sucrose,POMC,Liver,Eosinophils,0,3092,0.0,0.0,0.0,Eosinophil-like
m26-005,Sucrose,POMC,Liver,Neutrophils,8,3092,0.00258732212160414,0.258732212160414,0.9542425094393249,Neutrophil-like
m26-005,Sucrose,POMC,Liver,Macrophages,29,3092,0.009379042690815007,0.9379042690815007,1.4771212547196624,Macrophage-like
m26-005,Sucrose,POMC,Liver,Muscle Cell,15,3092,0.0048512289780077615,0.48512289780077616,1.2041199826559248,Muscle-like
m26-005,Sucrose,POMC,Liver,Endothelial Cell,0,3092,0.0,0.0,0.0,Endothelial-like
m26-005,Sucrose,POMC,Liver,Red blood cell,0,3092,0.0,0.0,0.0,RBC-like
m26-005,Sucrose,POMC,Liver,Epithelial,832,3092,0.2690815006468305,26.90815006468305,2.9206450014067875,Epithelial-like
m26-005,Sucrose,POMC,Liver,Apoptotic Body,2005,3092,0.6484476067270375,64.84476067270376,3.302330928684399,Apoptotic-like
m26-005,Sucrose,POMC,Liver,Mitotic Figures,0,3092,0.0,0.0,0.0,Mitotic-like
m26-005,Sucrose,POMC,Liver,Minor Stromal Cell,0,3092,0.0,0.0,0.0,Minor stromal-like
m26-005,Sucrose,POMC,Kidney,Lymphocytes,19,14002,0.0013569490072846736,0.13569490072846735,1.3010299956639813,Lymphocyte-like
m26-005,Sucrose,POMC,Kidney,Fibroblasts,1188,14002,0.08484502213969433,8.484502213969433,3.0751818546186915,Fibroblast-like
m26-005,Sucrose,POMC,Kidney,Plasmocytes,0,14002,0.0,0.0,0.0,Plasmocyte-like
m26-005,Sucrose,POMC,Kidney,Eosinophils,0,14002,0.0,0.0,0.0,Eosinophil-like
m26-005,Sucrose,POMC,Kidney,Neutrophils,6,14002,0.00042851021282673904,0.0428510212826739,0.8450980400142568,Neutrophil-like
m26-005,Sucrose,POMC,Kidney,Macrophages,1221,14002,0.0872018283102414,8.72018283102414,3.0870712059065353,Macrophage-like
m26-005,Sucrose,POMC,Kidney,Muscle Cell,36,14002,0.002571061276960434,0.2571061276960434,1.568201724066995,Muscle-like
m26-005,Sucrose,POMC,Kidney,Endothelial Cell,0,14002,0.0,0.0,0.0,Endothelial-like
m26-005,Sucrose,POMC,Kidney,Red blood cell,0,14002,0.0,0.0,0.0,RBC-like
m26-005,Sucrose,POMC,Kidney,Epithelial,10654,14002,0.7608913012426796,76.08913012426795,4.027553454050221,Epithelial-like
m26-005,Sucrose,POMC,Kidney,Apoptotic Body,878,14002,0.06270532781031281,6.270532781031281,2.9439888750737717,Apoptotic-like
m26-005,Sucrose,POMC,Kidney,Mitotic Figures,0,14002,0.0,0.0,0.0,Mitotic-like
m26-005,Sucrose,POMC,Kidney,Minor Stromal Cell,0,14002,0.0,0.0,0.0,Minor stromal-like
